,track_id,track_pollen_score,track_shape,track_event,track_tagid,track_hastag,track_startframe,track_startx,track_starty,track_starta,track_endframe,track_endx,track_endy,track_enda,track_length,datetime,track_starttime,track_endtime,pollen,entering,leaving,entering_leaving,walking,video_name,labelbee_videoid,video_filename,video_seq
239676,29577,6.97268626881823e-05,ramp_ramp,,1407,True,64658,520,512,205.8663567940945,64683,552,536,211.50426671920417,26,2017-06-22 08:53:52.900,2017-06-22 08:53:52.900,2017-06-22 08:53:54.150,False,False,False,False,False,C02_170622080000.mp4,15210,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622080000.mp4,10
239689,29590,0.0107798475590337,ramp_ramp,,1407,True,64690,520,536,197.87869659584132,64763,460,336,217.56859202882748,74,2017-06-22 08:53:54.500,2017-06-22 08:53:54.500,2017-06-22 08:53:58.150,False,False,False,False,False,C02_170622080000.mp4,15210,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622080000.mp4,10
239713,29614,0.0004135627495998,noise,,1407,True,64769,508,524,189.24611274556324,64772,548,656,190.88552705465872,4,2017-06-22 08:53:58.450,2017-06-22 08:53:58.450,2017-06-22 08:53:58.600,False,False,False,False,False,C02_170622080000.mp4,15210,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622080000.mp4,10
239720,29621,2.3532297877783665e-05,ramp_ramp,,1407,True,64780,520,620,187.49585763972985,64800,416,684,156.80140948635182,21,2017-06-22 08:53:59.000,2017-06-22 08:53:59.000,2017-06-22 08:54:00.000,False,False,False,False,False,C02_170622080000.mp4,15210,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622080000.mp4,10
239731,29632,0.0660933122588745,ramp_outside,leaving,1407,True,64822,452,788,209.35775354279127,64833,480,932,206.565051177078,12,2017-06-22 08:54:01.100,2017-06-22 08:54:01.100,2017-06-22 08:54:01.650,False,False,True,False,False,C02_170622080000.mp4,15210,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622080000.mp4,10
239752,29653,0.1839617513063429,outside_ramp,entering,1407,True,64879,432,808,205.70995378081125,64900,400,456,356.0548137709624,22,2017-06-22 08:54:03.950,2017-06-22 08:54:03.950,2017-06-22 08:54:05.000,False,True,False,False,False,C02_170622080000.mp4,15210,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622080000.mp4,10
239798,29699,0.0006701948370626,ramp_ramp,,1407,True,64995,476,776,190.1755108430432,65001,492,740,180.0,7,2017-06-22 08:54:09.750,2017-06-22 08:54:09.750,2017-06-22 08:54:10.050,False,False,False,False,False,C02_170622080000.mp4,15210,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622080000.mp4,10
239803,29704,2.72332165707212e-08,ramp_ramp,,1407,True,65008,516,724,182.7927023657133,65016,536,696,164.05460409907712,9,2017-06-22 08:54:10.400,2017-06-22 08:54:10.400,2017-06-22 08:54:10.800,False,False,False,False,False,C02_170622080000.mp4,15210,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622080000.mp4,10
239827,29728,1.1909459227493755e-05,noise,,1407,True,65036,472,768,160.55996517182382,65039,468,828,176.34777721969368,4,2017-06-22 08:54:11.800,2017-06-22 08:54:11.800,2017-06-22 08:54:11.950,False,False,False,False,False,C02_170622080000.mp4,15210,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622080000.mp4,10
239874,29775,9.427996019439888e-07,noise,,1407,True,65145,680,716,173.36748538486154,65146,672,740,170.3112134396332,2,2017-06-22 08:54:17.250,2017-06-22 08:54:17.250,2017-06-22 08:54:17.300,False,False,False,False,False,C02_170622080000.mp4,15210,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622080000.mp4,10
239894,29795,1.2626145378793496e-05,ramp_ramp,,1407,True,65179,632,716,160.3461759419467,65191,632,784,170.77607771789468,13,2017-06-22 08:54:18.950,2017-06-22 08:54:18.950,2017-06-22 08:54:19.550,False,False,False,False,False,C02_170622080000.mp4,15210,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622080000.mp4,10
239920,29821,2.6875317979238336e-06,ramp_outside,leaving,1407,True,65210,732,732,175.6012946450045,65220,888,888,245.6954507340633,11,2017-06-22 08:54:20.500,2017-06-22 08:54:20.500,2017-06-22 08:54:21.000,False,False,True,False,False,C02_170622080000.mp4,15210,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622080000.mp4,10
239927,29828,6.046797268081938e-05,outside,,1407,True,65221,988,956,233.9726266148964,65228,1216,1156,216.869897645844,8,2017-06-22 08:54:21.050,2017-06-22 08:54:21.050,2017-06-22 08:54:21.400,False,False,False,False,False,C02_170622080000.mp4,15210,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622080000.mp4,10
239970,29871,0.0798578629816089,inside_out,leaving,1786,True,65289,1184,216,168.40782458970895,65302,1192,1160,174.40066066347944,14,2017-06-22 08:54:24.450,2017-06-22 08:54:24.450,2017-06-22 08:54:25.100,False,False,True,False,False,C02_170622080000.mp4,15210,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622080000.mp4,10
240003,29904,0.0093011299881306,outside_outside,entering_leaving,1407,True,65345,1308,1088,30.141385552075334,65476,1160,1156,182.9356734464212,132,2017-06-22 08:54:27.250,2017-06-22 08:54:27.250,2017-06-22 08:54:33.800,False,False,False,True,False,C02_170622080000.mp4,15210,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622080000.mp4,10
240067,29968,0.0004129709607483,outside_outside,entering_leaving,1407,True,65489,1080,1192,115.64100582430528,65544,1148,1028,178.6360724683971,56,2017-06-22 08:54:34.450,2017-06-22 08:54:34.450,2017-06-22 08:54:37.200,False,False,False,True,False,C02_170622080000.mp4,15210,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622080000.mp4,10
240107,30008,7.091253271237409e-05,outside,,1407,True,65556,1188,1096,191.82148834060723,65562,1156,1144,171.2538377374448,7,2017-06-22 08:54:37.800,2017-06-22 08:54:37.800,2017-06-22 08:54:38.100,False,False,False,False,False,C02_170622080000.mp4,15210,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622080000.mp4,10
240144,30045,0.0088301909242519,outside_outside,entering_leaving,1407,True,65657,1276,1072,6.34019174590991,65731,768,812,91.6846843178963,75,2017-06-22 08:54:42.850,2017-06-22 08:54:42.850,2017-06-22 08:54:46.550,False,False,False,True,False,C02_170622080000.mp4,15210,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622080000.mp4,10
240175,30076,5.332454596403599e-07,ramp_ramp,,1407,True,65740,760,784,114.77514056883192,65745,676,704,72.5528115767178,6,2017-06-22 08:54:47.000,2017-06-22 08:54:47.000,2017-06-22 08:54:47.250,False,False,False,False,False,C02_170622080000.mp4,15210,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622080000.mp4,10
240181,30082,3.907033918898722e-05,ramp_ramp,,1407,True,65750,672,744,99.46232220802564,65765,708,740,144.6887865603668,16,2017-06-22 08:54:47.500,2017-06-22 08:54:47.500,2017-06-22 08:54:48.250,False,False,False,False,False,C02_170622080000.mp4,15210,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622080000.mp4,10
240196,30097,1.1007530498064058e-05,outside,,1407,True,65774,704,812,181.33221985386965,65799,736,996,182.7927023657133,26,2017-06-22 08:54:48.700,2017-06-22 08:54:48.700,2017-06-22 08:54:49.950,False,False,False,False,False,C02_170622080000.mp4,15210,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622080000.mp4,10
240229,30130,0.0005282664091993,noise,,1407,True,65823,796,1148,249.44395478041653,65827,796,1132,219.4006606634794,5,2017-06-22 08:54:51.150,2017-06-22 08:54:51.150,2017-06-22 08:54:51.350,False,False,False,False,False,C02_170622080000.mp4,15210,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622080000.mp4,10
240537,30438,2.282958355692699e-08,noise,,1407,True,66431,504,1136,55.4914770123316,66432,500,1136,67.16634582208245,2,2017-06-22 08:55:21.550,2017-06-22 08:55:21.550,2017-06-22 08:55:21.600,False,False,False,False,False,C02_170622080000.mp4,15210,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622080000.mp4,10
240547,30448,5.1059486416704665e-08,noise,,1407,True,66446,480,1140,72.64597536373867,66449,480,1148,64.98310652189998,4,2017-06-22 08:55:22.300,2017-06-22 08:55:22.300,2017-06-22 08:55:22.450,False,False,False,False,False,C02_170622080000.mp4,15210,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622080000.mp4,10
240554,30455,3.614813032817584e-05,outside,,1407,True,66459,484,1120,60.4612177404419,66564,736,1100,247.83365417791757,106,2017-06-22 08:55:22.950,2017-06-22 08:55:22.950,2017-06-22 08:55:28.200,False,False,False,False,False,C02_170622080000.mp4,15210,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622080000.mp4,10
240606,30507,1.0357128843452301e-07,noise,,1407,True,66567,672,1116,88.02506598911803,66568,688,1116,90.0,2,2017-06-22 08:55:28.350,2017-06-22 08:55:28.350,2017-06-22 08:55:28.400,False,False,False,False,False,C02_170622080000.mp4,15210,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622080000.mp4,10
240919,30820,0.3297226107679307,outside_ramp,entering,1237,True,67225,484,896,12.339087278326195,67236,372,356,20.136303428248137,12,2017-06-22 08:56:01.250,2017-06-22 08:56:01.250,2017-06-22 08:56:01.800,False,True,False,False,False,C02_170622080000.mp4,15210,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622080000.mp4,10
240932,30833,2.587566660139373e-05,noise,,1237,True,67243,472,124,337.0678995624102,67247,592,44,319.18491612511843,5,2017-06-22 08:56:02.150,2017-06-22 08:56:02.150,2017-06-22 08:56:02.350,False,False,False,False,False,C02_170622080000.mp4,15210,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622080000.mp4,10
242181,32082,2.520876353884205e-06,noise,,1797,True,69813,1604,520,167.90524292298792,69816,1504,712,167.47119229084848,4,2017-06-22 08:58:10.650,2017-06-22 08:58:10.650,2017-06-22 08:58:10.800,False,False,False,False,False,C02_170622080000.mp4,15210,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622080000.mp4,10
242184,32085,1.1703462551373497e-05,outside,,1797,True,69817,1444,884,165.06858282186246,69838,1540,1148,172.72499504211075,22,2017-06-22 08:58:10.850,2017-06-22 08:58:10.850,2017-06-22 08:58:11.900,False,False,False,False,False,C02_170622080000.mp4,15210,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622080000.mp4,10
243439,372,2.1454050624925006e-07,noise,,1237,True,1063,900,928,168.02386755579664,1065,844,1096,171.86989764584402,3,2017-06-22 09:00:53.150,2017-06-22 09:00:53.150,2017-06-22 09:00:53.250,False,False,False,False,False,C02_170622090000.mp4,11507,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622090000.mp4,11
243482,415,0.0029534975332046,outside_inside,entering,1609,True,1213,480,1084,9.462322208025617,1235,316,188,75.37912601136834,23,2017-06-22 09:01:00.650,2017-06-22 09:01:00.650,2017-06-22 09:01:01.750,False,True,False,False,False,C02_170622090000.mp4,11507,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622090000.mp4,11
245616,2549,0.0176747462393649,outside_ramp,entering,1109,True,6615,1024,932,32.47119229084849,6622,808,412,28.30075576600638,8,2017-06-22 09:05:30.750,2017-06-22 09:05:30.750,2017-06-22 09:05:31.100,False,True,False,False,False,C02_170622090000.mp4,11507,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622090000.mp4,11
246048,2981,0.2242510978830978,noise,,1415,True,7711,1756,1048,338.1985905136482,7714,1788,828,351.46923439005184,4,2017-06-22 09:06:25.550,2017-06-22 09:06:25.550,2017-06-22 09:06:25.700,False,False,False,False,False,C02_170622090000.mp4,11507,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622090000.mp4,11
246050,2983,0.50336814369075,noise,,1415,True,7715,1788,680,348.11134196037204,7718,1788,504,1.6846843178962914,4,2017-06-22 09:06:25.750,2017-06-22 09:06:25.750,2017-06-22 09:06:25.900,True,False,False,False,False,C02_170622090000.mp4,11507,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622090000.mp4,11
246051,2984,0.3536404783340761,ramp-inside,,1415,True,7719,1788,372,355.710846671181,7724,1728,64,14.931417178137554,6,2017-06-22 09:06:25.950,2017-06-22 09:06:25.950,2017-06-22 09:06:26.200,False,False,False,False,False,C02_170622090000.mp4,11507,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622090000.mp4,11
248689,5622,0.0020656053608897,inside_out,leaving,517,True,14895,384,156,169.8244891569568,14911,508,1080,178.53119928561418,17,2017-06-22 09:12:24.750,2017-06-22 09:12:24.750,2017-06-22 09:12:25.550,False,False,True,False,False,C02_170622090000.mp4,11507,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622090000.mp4,11
248701,5634,0.1264764422838147,inside_out,leaving,1652,True,14982,1852,224,151.3895403340348,14994,1624,940,153.434948822922,13,2017-06-22 09:12:29.100,2017-06-22 09:12:29.100,2017-06-22 09:12:29.700,False,False,True,False,False,C02_170622090000.mp4,11507,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622090000.mp4,11
248997,5930,0.0012249477904908,outside_inside,entering,517,True,15879,1444,1132,198.434948822922,15896,1432,0,14.03624346792648,18,2017-06-22 09:13:13.950,2017-06-22 09:13:13.950,2017-06-22 09:13:14.800,False,True,False,False,False,C02_170622090000.mp4,11507,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622090000.mp4,11
249095,6028,0.6268868697807193,outside_ramp,entering,638,True,16251,1596,964,13.324531261890783,16258,1404,520,30.379126011368346,8,2017-06-22 09:13:32.550,2017-06-22 09:13:32.550,2017-06-22 09:13:32.900,True,True,False,False,False,C02_170622090000.mp4,11507,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622090000.mp4,11
251132,8065,8.640413675705533e-07,outside_ramp,entering,2487,True,21997,548,956,37.23483398157467,22002,608,604,348.02386755579664,6,2017-06-22 09:18:19.850,2017-06-22 09:18:19.850,2017-06-22 09:18:20.100,False,True,False,False,False,C02_170622090000.mp4,11507,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622090000.mp4,11
251156,8089,0.1476543542112742,ramp_outside,leaving,638,True,22067,988,460,192.52880770915152,22077,1108,1188,195.25511870305775,11,2017-06-22 09:18:23.350,2017-06-22 09:18:23.350,2017-06-22 09:18:23.850,False,False,True,False,False,C02_170622090000.mp4,11507,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622090000.mp4,11
251273,8206,0.0555227605449689,outside_ramp,entering,1621,True,22456,572,1056,32.005383208083494,22466,412,516,23.385221057213755,11,2017-06-22 09:18:42.800,2017-06-22 09:18:42.800,2017-06-22 09:18:43.300,False,True,False,False,False,C02_170622090000.mp4,11507,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622090000.mp4,11
251278,8211,0.0121634213468296,ramp-inside,,1621,True,22467,356,384,29.931511840507792,22479,324,248,31.759480084812797,13,2017-06-22 09:18:43.350,2017-06-22 09:18:43.350,2017-06-22 09:18:43.950,False,False,False,False,False,C02_170622090000.mp4,11507,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622090000.mp4,11
251919,8852,0.069416027652678,ramp_outside,leaving,1722,True,24467,620,356,209.19748604606443,24482,1180,1088,180.0,16,2017-06-22 09:20:23.350,2017-06-22 09:20:23.350,2017-06-22 09:20:24.100,False,False,True,False,False,C02_170622090000.mp4,11507,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622090000.mp4,11
252066,8999,2.44906250309318e-05,outside,,1407,True,25097,740,1032,353.480198248343,25102,748,1012,338.74949449286675,6,2017-06-22 09:20:54.850,2017-06-22 09:20:54.850,2017-06-22 09:20:55.100,False,False,False,False,False,C02_170622090000.mp4,11507,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622090000.mp4,11
252072,9005,0.000940736695498,outside_inside,entering,1407,True,25109,708,1136,47.86240522611176,25296,572,272,319.3987053549955,188,2017-06-22 09:20:55.450,2017-06-22 09:20:55.450,2017-06-22 09:21:04.800,False,True,False,False,False,C02_170622090000.mp4,11507,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622090000.mp4,11
252128,9061,0.0001024155190066,ramp_ramp,,1407,True,25303,544,352,324.6887865603668,25426,444,380,126.86989764584402,124,2017-06-22 09:21:05.150,2017-06-22 09:21:05.150,2017-06-22 09:21:11.300,False,False,False,False,False,C02_170622090000.mp4,11507,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622090000.mp4,11
252160,9093,0.0001323970080885,ramp_ramp,,1407,True,25436,412,392,147.65255650055798,25470,328,484,145.12467165539783,35,2017-06-22 09:21:11.800,2017-06-22 09:21:11.800,2017-06-22 09:21:13.500,False,False,False,False,False,C02_170622090000.mp4,11507,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622090000.mp4,11
252179,9112,2.981649079257057e-08,ramp_ramp,,1407,True,25495,388,428,201.80140948635184,25503,436,504,208.39301942138297,9,2017-06-22 09:21:14.750,2017-06-22 09:21:14.750,2017-06-22 09:21:15.150,False,False,False,False,False,C02_170622090000.mp4,11507,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622090000.mp4,11
252191,9124,9.572612498232047e-07,noise,,1407,True,25515,408,528,189.24611274556324,25516,408,548,189.46232220802565,2,2017-06-22 09:21:15.750,2017-06-22 09:21:15.750,2017-06-22 09:21:15.800,False,False,False,False,False,C02_170622090000.mp4,11507,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622090000.mp4,11
252202,9135,9.666528097591889e-08,ramp_ramp,,1407,True,25540,416,444,160.46334506187162,25545,424,484,162.47443162627712,6,2017-06-22 09:21:17.000,2017-06-22 09:21:17.000,2017-06-22 09:21:17.250,False,False,False,False,False,C02_170622090000.mp4,11507,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622090000.mp4,11
252205,9138,6.983490238450998e-07,ramp_ramp,,1407,True,25550,432,536,177.51044707800085,25558,448,608,181.3639275316029,9,2017-06-22 09:21:17.500,2017-06-22 09:21:17.500,2017-06-22 09:21:17.900,False,False,False,False,False,C02_170622090000.mp4,11507,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622090000.mp4,11
252210,9143,7.133016347335737e-09,ramp_ramp,,1407,True,25564,424,504,184.51398845800128,25572,472,580,205.9743939624313,9,2017-06-22 09:21:18.200,2017-06-22 09:21:18.200,2017-06-22 09:21:18.600,False,False,False,False,False,C02_170622090000.mp4,11507,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622090000.mp4,11
252212,9145,3.874577223820601e-06,ramp_ramp,,1407,True,25576,432,500,195.94539590092288,25602,392,528,160.6410058243053,27,2017-06-22 09:21:18.800,2017-06-22 09:21:18.800,2017-06-22 09:21:20.100,False,False,False,False,False,C02_170622090000.mp4,11507,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622090000.mp4,11
252229,9162,2.108448667514975e-06,ramp_ramp,,1407,True,25611,400,428,162.5528115767178,25616,420,544,182.7927023657133,6,2017-06-22 09:21:20.550,2017-06-22 09:21:20.550,2017-06-22 09:21:20.800,False,False,False,False,False,C02_170622090000.mp4,11507,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622090000.mp4,11
252236,9169,1.4476128251672549e-06,ramp_ramp,,1407,True,25626,428,496,150.94539590092285,25633,388,576,155.55604521958347,8,2017-06-22 09:21:21.300,2017-06-22 09:21:21.300,2017-06-22 09:21:21.650,False,False,False,False,False,C02_170622090000.mp4,11507,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622090000.mp4,11
252241,9174,6.713307740684703e-05,ramp_ramp,,1407,True,25642,416,492,155.43282867939868,25649,416,600,168.40782458970895,8,2017-06-22 09:21:22.100,2017-06-22 09:21:22.100,2017-06-22 09:21:22.450,False,False,False,False,False,C02_170622090000.mp4,11507,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622090000.mp4,11
252252,9185,8.65668051686086e-07,noise,,1407,True,25659,440,600,188.7461622625552,25662,428,632,175.8150838748816,4,2017-06-22 09:21:22.950,2017-06-22 09:21:22.950,2017-06-22 09:21:23.100,False,False,False,False,False,C02_170622090000.mp4,11507,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622090000.mp4,11
252258,9191,3.15269144124386e-10,noise,,1407,True,25676,404,628,161.1139126302907,25678,404,636,167.79953127261922,3,2017-06-22 09:21:23.800,2017-06-22 09:21:23.800,2017-06-22 09:21:23.900,False,False,False,False,False,C02_170622090000.mp4,11507,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622090000.mp4,11
252260,9193,9.76273580838294e-07,ramp_ramp,,1407,True,25684,440,608,189.46232220802565,25694,452,644,196.3895403340348,11,2017-06-22 09:21:24.200,2017-06-22 09:21:24.200,2017-06-22 09:21:24.700,False,False,False,False,False,C02_170622090000.mp4,11507,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622090000.mp4,11
252271,9204,0.0001034757757709,ramp_ramp,,1407,True,25704,444,560,193.5704343851615,25726,384,556,153.434948822922,23,2017-06-22 09:21:25.200,2017-06-22 09:21:25.200,2017-06-22 09:21:26.300,False,False,False,False,False,C02_170622090000.mp4,11507,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622090000.mp4,11
252387,9320,0.0028129001034937,ramp_ramp,,1407,True,25927,312,700,208.6104596659652,26080,256,404,356.18592516570965,154,2017-06-22 09:21:36.350,2017-06-22 09:21:36.350,2017-06-22 09:21:44.000,False,False,False,False,False,C02_170622090000.mp4,11507,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622090000.mp4,11
252457,9390,2.042470214291825e-06,noise,,1407,True,26092,344,484,152.74467162505695,26093,352,460,139.57392125990086,2,2017-06-22 09:21:44.600,2017-06-22 09:21:44.600,2017-06-22 09:21:44.650,False,False,False,False,False,C02_170622090000.mp4,11507,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622090000.mp4,11
252467,9400,0.0105349225248973,ramp_ramp,,1407,True,26133,388,376,30.96375653207352,26139,412,412,19.79887635452493,7,2017-06-22 09:21:46.650,2017-06-22 09:21:46.650,2017-06-22 09:21:46.950,False,False,False,False,False,C02_170622090000.mp4,11507,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622090000.mp4,11
252472,9405,8.093882750754352e-08,ramp_ramp,,1407,True,26144,412,424,185.5721978039638,26152,440,500,178.49256424122504,9,2017-06-22 09:21:47.200,2017-06-22 09:21:47.200,2017-06-22 09:21:47.600,False,False,False,False,False,C02_170622090000.mp4,11507,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622090000.mp4,11
252479,9412,0.0275484406676033,ramp_ramp,,1407,True,26166,436,568,187.4314079711725,26194,424,420,16.927513064147043,29,2017-06-22 09:21:48.300,2017-06-22 09:21:48.300,2017-06-22 09:21:49.700,False,False,False,False,False,C02_170622090000.mp4,11507,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622090000.mp4,11
252481,9414,7.698023807733989e-06,ramp_ramp,,1407,True,26199,452,484,196.8583987677383,26204,452,544,192.6803834918198,6,2017-06-22 09:21:49.950,2017-06-22 09:21:49.950,2017-06-22 09:21:50.200,False,False,False,False,False,C02_170622090000.mp4,11507,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622090000.mp4,11
252496,9429,2.1183879586790986e-06,ramp_ramp,,1407,True,26241,364,396,187.76516601842533,26246,364,496,182.66300076606717,6,2017-06-22 09:21:52.050,2017-06-22 09:21:52.050,2017-06-22 09:21:52.300,False,False,False,False,False,C02_170622090000.mp4,11507,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622090000.mp4,11
252503,9436,2.221673840063776e-06,ramp_ramp,,1407,True,26251,344,448,209.24882633654693,26266,380,480,204.44395478041653,16,2017-06-22 09:21:52.550,2017-06-22 09:21:52.550,2017-06-22 09:21:53.300,False,False,False,False,False,C02_170622090000.mp4,11507,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622090000.mp4,11
252508,9441,2.443519189180658e-05,ramp_ramp,,1407,True,26276,324,400,194.93141717813756,26281,380,492,204.5671713206013,6,2017-06-22 09:21:53.800,2017-06-22 09:21:53.800,2017-06-22 09:21:54.050,False,False,False,False,False,C02_170622090000.mp4,11507,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622090000.mp4,11
252509,9442,2.507679381677816e-07,ramp_ramp,,1407,True,26286,344,420,190.304846468766,26294,364,524,194.74356283647072,9,2017-06-22 09:21:54.300,2017-06-22 09:21:54.300,2017-06-22 09:21:54.700,False,False,False,False,False,C02_170622090000.mp4,11507,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622090000.mp4,11
252532,9465,6.867359152846259e-06,ramp_ramp,,1407,True,26340,336,320,187.1250163489018,26348,376,336,205.76932762433876,9,2017-06-22 09:21:57.000,2017-06-22 09:21:57.000,2017-06-22 09:21:57.400,False,False,False,False,False,C02_170622090000.mp4,11507,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622090000.mp4,11
252536,9469,0.055470253744162,inside_ramp,,1407,True,26357,328,292,183.36646066342985,26374,380,412,220.8150838748816,18,2017-06-22 09:21:57.850,2017-06-22 09:21:57.850,2017-06-22 09:21:58.700,False,False,False,False,False,C02_170622090000.mp4,11507,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622090000.mp4,11
252547,9480,4.5522800029245455e-06,ramp_ramp,,1407,True,26391,340,344,187.49585763972985,26397,384,436,201.54097591853844,7,2017-06-22 09:21:59.550,2017-06-22 09:21:59.550,2017-06-22 09:21:59.850,False,False,False,False,False,C02_170622090000.mp4,11507,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622090000.mp4,11
252551,9484,4.15707078267602e-07,ramp_ramp,,1407,True,26433,320,344,194.47029410006587,26440,324,388,174.5596679689945,8,2017-06-22 09:22:01.650,2017-06-22 09:22:01.650,2017-06-22 09:22:02.000,False,False,False,False,False,C02_170622090000.mp4,11507,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622090000.mp4,11
252565,9498,1.7848159222921824e-05,noise,,1407,True,26502,356,396,203.96248897457815,26506,348,436,190.1755108430432,5,2017-06-22 09:22:05.100,2017-06-22 09:22:05.100,2017-06-22 09:22:05.300,False,False,False,False,False,C02_170622090000.mp4,11507,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622090000.mp4,11
252572,9505,0.0009469190820904,ramp_ramp,,1407,True,26560,316,324,176.53177074108288,26566,336,440,185.0424510691709,7,2017-06-22 09:22:08.000,2017-06-22 09:22:08.000,2017-06-22 09:22:08.300,False,False,False,False,False,C02_170622090000.mp4,11507,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622090000.mp4,11
252577,9510,3.331879417108515e-06,ramp_ramp,,1407,True,26576,320,380,165.96375653207352,26593,348,444,193.6269948598915,18,2017-06-22 09:22:08.800,2017-06-22 09:22:08.800,2017-06-22 09:22:09.650,False,False,False,False,False,C02_170622090000.mp4,11507,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622090000.mp4,11
252583,9516,6.334586070503671e-08,noise,,1407,True,26618,324,400,157.93210043758978,26620,332,432,160.6410058243053,3,2017-06-22 09:22:10.900,2017-06-22 09:22:10.900,2017-06-22 09:22:11.000,False,False,False,False,False,C02_170622090000.mp4,11507,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170622090000.mp4,11
